TIRP_Representation,Size,Vertical_Support,Mean_Horizontal_Support,Mean_Mean_Duration,Prefix_Metrics_Cls0,Prefix_Metrics_Cls1,Score_vertical_support,Score_diff_vertical_support,Score_mean_squared_mmd,Score_mean_squared_vs,Binary_random#50,Binary_random#25,Binary_random#10,Binary_random#3,Binary_vertical_support#50,Binary_vertical_support#25,Binary_vertical_support#10,Binary_vertical_support#3,Binary_diff_vertical_support#50,Binary_diff_vertical_support#25,Binary_diff_vertical_support#10,Binary_diff_vertical_support#3,Binary_mean_squared_mmd#50,Binary_mean_squared_mmd#25,Binary_mean_squared_mmd#10,Binary_mean_squared_mmd#3,Binary_mean_squared_vs#50,Binary_mean_squared_vs#25,Binary_mean_squared_vs#10,Binary_mean_squared_vs#3,Binary_all
3-224_199_999_0_0_0,3,429,2.599,20.715,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_199_0': {'VS': 0.173, 'HS': np.float64(3.382), 'MMD': np.float64(15.64)}, '3-224_199_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_199_0': {'VS': 0.375, 'HS': np.float64(2.918), 'MMD': np.float64(16.109)}, '3-224_199_999_0_0_0': {'VS': 0.348, 'HS': np.float64(2.599), 'MMD': np.float64(20.715)}}",429,0.202,6.848,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-224_221_999_0_0_0,3,331,2.915,21.09,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_221_0': {'VS': 0.147, 'HS': np.float64(3.555), 'MMD': np.float64(12.508)}, '3-224_221_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_221_0': {'VS': 0.285, 'HS': np.float64(3.349), 'MMD': np.float64(14.911)}, '3-224_221_999_0_0_0': {'VS': 0.268, 'HS': np.float64(2.915), 'MMD': np.float64(21.09)}}",331,0.138,9.625,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-224_169_999_0_0_0,3,395,2.499,20.529,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_169_0': {'VS': 0.124, 'HS': np.float64(3.113), 'MMD': np.float64(13.856)}, '3-224_169_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_169_0': {'VS': 0.344, 'HS': np.float64(2.762), 'MMD': np.float64(15.911)}, '3-224_169_999_0_0_0': {'VS': 0.32, 'HS': np.float64(2.499), 'MMD': np.float64(20.529)}}",395,0.22,8.85,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-224_999_0,2,1088,2.67,17.6,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_999_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_999_0': {'VS': 0.882, 'HS': np.float64(2.67), 'MMD': np.float64(17.6)}}",1088,0.421,13.476,0.421,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
3-224_157_999_0_0_0,3,353,2.53,20.42,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_157_0': {'VS': 0.126, 'HS': np.float64(3.097), 'MMD': np.float64(14.781)}, '3-224_157_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_157_0': {'VS': 0.313, 'HS': np.float64(2.72), 'MMD': np.float64(15.433)}, '3-224_157_999_0_0_0': {'VS': 0.286, 'HS': np.float64(2.53), 'MMD': np.float64(20.42)}}",353,0.187,6.951,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-224_178_999_0_0_0,3,427,2.354,19.837,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_178_0': {'VS': 0.103, 'HS': np.float64(2.906), 'MMD': np.float64(15.256)}, '3-224_178_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_178_0': {'VS': 0.365, 'HS': np.float64(2.543), 'MMD': np.float64(16.262)}, '3-224_178_999_0_0_0': {'VS': 0.346, 'HS': np.float64(2.354), 'MMD': np.float64(19.837)}}",427,0.262,7.244,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-224_215_999_0_0_0,3,294,3.881,20.978,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_215_0': {'VS': 0.13, 'HS': np.float64(3.782), 'MMD': np.float64(11.792)}, '3-224_215_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_215_0': {'VS': 0.254, 'HS': np.float64(4.441), 'MMD': np.float64(14.334)}, '3-224_215_999_0_0_0': {'VS': 0.238, 'HS': np.float64(3.881), 'MMD': np.float64(20.978)}}",294,0.124,9.969,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-224_215_999_4_0_0,3,250,2.08,22.55,"{'1-224_': {'VS': 0.466, 'HS': np.float64(2.684), 'MMD': np.float64(5.275)}, '2-224_215_4': {'VS': 0.084, 'HS': np.float64(2.136), 'MMD': np.float64(13.278)}, '3-224_215_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-224_': {'VS': 0.887, 'HS': np.float64(2.853), 'MMD': np.float64(8.946)}, '2-224_215_4': {'VS': 0.215, 'HS': np.float64(2.196), 'MMD': np.float64(15.988)}, '3-224_215_999_4_0_0': {'VS': 0.203, 'HS': np.float64(2.08), 'MMD': np.float64(22.55)}}",250,0.131,10.41,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-222_212_999_0_0_0,3,277,3.845,16.494,"{'1-222_': {'VS': 0.312, 'HS': np.float64(3.125), 'MMD': np.float64(1.967)}, '2-222_212_0': {'VS': 0.251, 'HS': np.float64(8.926), 'MMD': np.float64(11.691)}, '3-222_212_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-222_': {'VS': 0.28, 'HS': np.float64(2.312), 'MMD': np.float64(2.113)}, '2-222_212_0': {'VS': 0.234, 'HS': np.float64(4.484), 'MMD': np.float64(10.823)}, '3-222_212_999_0_0_0': {'VS': 0.224, 'HS': np.float64(3.845), 'MMD': np.float64(16.494)}}",277,-0.017,0.387,-0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-222_213_999_0_0_0,3,270,3.707,16.53,"{'1-222_': {'VS': 0.312, 'HS': np.float64(3.125), 'MMD': np.float64(1.967)}, '2-222_213_0': {'VS': 0.236, 'HS': np.float64(8.642), 'MMD': np.float64(12.204)}, '3-222_213_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-222_': {'VS': 0.28, 'HS': np.float64(2.312), 'MMD': np.float64(2.113)}, '2-222_213_0': {'VS': 0.231, 'HS': np.float64(4.211), 'MMD': np.float64(10.88)}, '3-222_213_999_0_0_0': {'VS': 0.219, 'HS': np.float64(3.707), 'MMD': np.float64(16.53)}}",270,-0.005,0.887,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-222_999_0,2,337,2.187,13.209,"{'1-222_': {'VS': 0.312, 'HS': np.float64(3.125), 'MMD': np.float64(1.967)}, '2-222_999_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-222_': {'VS': 0.28, 'HS': np.float64(2.312), 'MMD': np.float64(2.113)}, '2-222_999_0': {'VS': 0.273, 'HS': np.float64(2.187), 'MMD': np.float64(13.209)}}",337,-0.032,0.021,-0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-213_193_999_0_0_0,3,420,3.11,18.222,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_193_0': {'VS': 0.34, 'HS': np.float64(6.904), 'MMD': np.float64(16.756)}, '3-213_193_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_193_0': {'VS': 0.357, 'HS': np.float64(3.618), 'MMD': np.float64(13.774)}, '3-213_193_999_0_0_0': {'VS': 0.34, 'HS': np.float64(3.11), 'MMD': np.float64(18.222)}}",420,0.017,4.716,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-213_214_999_0_0_0,3,449,4.653,17.912,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_214_0': {'VS': 0.359, 'HS': np.float64(11.039), 'MMD': np.float64(18.698)}, '3-213_214_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_214_0': {'VS': 0.385, 'HS': np.float64(5.318), 'MMD': np.float64(14.544)}, '3-213_214_999_0_0_0': {'VS': 0.364, 'HS': np.float64(4.653), 'MMD': np.float64(17.912)}}",449,0.026,8.898,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-213_202_999_0_0_0,3,626,3.142,18.094,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_202_0': {'VS': 0.525, 'HS': np.float64(7.92), 'MMD': np.float64(15.587)}, '3-213_202_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_202_0': {'VS': 0.536, 'HS': np.float64(3.624), 'MMD': np.float64(13.333)}, '3-213_202_999_0_0_0': {'VS': 0.507, 'HS': np.float64(3.142), 'MMD': np.float64(18.094)}}",626,0.011,2.81,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_225_202_999_0_0_0_0_0_0,4,250,3.056,19.974,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_225_0': {'VS': 0.286, 'HS': np.float64(5.16), 'MMD': np.float64(9.287)}, '3-213_225_202_0_0_0': {'VS': 0.088, 'HS': np.float64(5.447), 'MMD': np.float64(17.925)}, '4-213_225_202_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_225_0': {'VS': 0.54, 'HS': np.float64(5.167), 'MMD': np.float64(11.087)}, '3-213_225_202_0_0_0': {'VS': 0.234, 'HS': np.float64(3.609), 'MMD': np.float64(16.663)}, '4-213_225_202_999_0_0_0_0_0_0': {'VS': 0.203, 'HS': np.float64(3.056), 'MMD': np.float64(19.974)}}",250,0.146,1.791,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_225_172_999_0_0_0_0_0_0,4,335,3.424,19.722,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_225_0': {'VS': 0.286, 'HS': np.float64(5.16), 'MMD': np.float64(9.287)}, '3-213_225_172_0_0_0': {'VS': 0.099, 'HS': np.float64(5.119), 'MMD': np.float64(16.565)}, '4-213_225_172_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_225_0': {'VS': 0.54, 'HS': np.float64(5.167), 'MMD': np.float64(11.087)}, '3-213_225_172_0_0_0': {'VS': 0.297, 'HS': np.float64(3.951), 'MMD': np.float64(16.602)}, '4-213_225_172_999_0_0_0_0_0_0': {'VS': 0.271, 'HS': np.float64(3.424), 'MMD': np.float64(19.722)}}",335,0.198,1.261,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-213_225_999_0_0_0,3,641,4.473,18.207,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_225_0': {'VS': 0.286, 'HS': np.float64(5.16), 'MMD': np.float64(9.287)}, '3-213_225_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_225_0': {'VS': 0.54, 'HS': np.float64(5.167), 'MMD': np.float64(11.087)}, '3-213_225_999_0_0_0': {'VS': 0.519, 'HS': np.float64(4.473), 'MMD': np.float64(18.207)}}",641,0.254,1.89,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_225_178_999_0_0_0_0_0_0,4,271,3.351,19.356,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_225_0': {'VS': 0.286, 'HS': np.float64(5.16), 'MMD': np.float64(9.287)}, '3-213_225_178_0_0_0': {'VS': 0.053, 'HS': np.float64(3.872), 'MMD': np.float64(16.857)}, '4-213_225_178_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_225_0': {'VS': 0.54, 'HS': np.float64(5.167), 'MMD': np.float64(11.087)}, '3-213_225_178_0_0_0': {'VS': 0.235, 'HS': np.float64(3.924), 'MMD': np.float64(16.688)}, '4-213_225_178_999_0_0_0_0_0_0': {'VS': 0.22, 'HS': np.float64(3.351), 'MMD': np.float64(19.356)}}",271,0.182,1.27,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-213_225_999_1_0_0,3,267,1.266,14.678,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_225_1': {'VS': 0.109, 'HS': np.float64(1.349), 'MMD': np.float64(3.843)}, '3-213_225_999_1_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_225_1': {'VS': 0.233, 'HS': np.float64(1.293), 'MMD': np.float64(4.405)}, '3-213_225_999_1_0_0': {'VS': 0.216, 'HS': np.float64(1.266), 'MMD': np.float64(14.678)}}",267,0.124,0.428,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_193_999_0_0_0_0_0_0,4,257,3.545,20.243,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_193_0_0_0': {'VS': 0.251, 'HS': np.float64(10.573), 'MMD': np.float64(21.822)}, '4-213_212_193_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_193_0_0_0': {'VS': 0.237, 'HS': np.float64(4.596), 'MMD': np.float64(17.274)}, '4-213_212_193_999_0_0_0_0_0_0': {'VS': 0.208, 'HS': np.float64(3.545), 'MMD': np.float64(20.243)}}",257,-0.014,7.076,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_214_999_0_0_0_0_0_0,4,300,5.103,20.293,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_214_0_0_0': {'VS': 0.273, 'HS': np.float64(16.345), 'MMD': np.float64(23.781)}, '4-213_212_214_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_214_0_0_0': {'VS': 0.275, 'HS': np.float64(6.351), 'MMD': np.float64(18.071)}, '4-213_212_214_999_0_0_0_0_0_0': {'VS': 0.243, 'HS': np.float64(5.103), 'MMD': np.float64(20.293)}}",300,0.002,11.05,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_202_999_0_0_0_0_0_0,4,390,3.462,20.382,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_202_0_0_0': {'VS': 0.409, 'HS': np.float64(11.992), 'MMD': np.float64(21.205)}, '4-213_212_202_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_202_0_0_0': {'VS': 0.357, 'HS': np.float64(4.477), 'MMD': np.float64(17.224)}, '4-213_212_202_999_0_0_0_0_0_0': {'VS': 0.316, 'HS': np.float64(3.462), 'MMD': np.float64(20.382)}}",390,-0.052,5.464,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_225_999_0_0_0_0_0_0,4,404,4.839,20.339,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_225_0_0_0': {'VS': 0.151, 'HS': np.float64(9.258), 'MMD': np.float64(14.668)}, '4-213_212_225_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_225_0_0_0': {'VS': 0.367, 'HS': np.float64(6.026), 'MMD': np.float64(15.935)}, '4-213_212_225_999_0_0_0_0_0_0': {'VS': 0.327, 'HS': np.float64(4.839), 'MMD': np.float64(20.339)}}",404,0.216,0.717,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_220_999_0_0_0_0_0_0,4,348,4.08,20.324,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_220_0_0_0': {'VS': 0.311, 'HS': np.float64(12.58), 'MMD': np.float64(20.328)}, '4-213_212_220_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_220_0_0_0': {'VS': 0.314, 'HS': np.float64(5.018), 'MMD': np.float64(17.203)}, '4-213_212_220_999_0_0_0_0_0_0': {'VS': 0.282, 'HS': np.float64(4.08), 'MMD': np.float64(20.324)}}",348,0.003,3.437,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_208_999_0_0_0_0_0_0,4,360,3.406,20.387,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_208_0_0_0': {'VS': 0.337, 'HS': np.float64(11.056), 'MMD': np.float64(20.765)}, '4-213_212_208_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_208_0_0_0': {'VS': 0.331, 'HS': np.float64(4.299), 'MMD': np.float64(17.104)}, '4-213_212_208_999_0_0_0_0_0_0': {'VS': 0.292, 'HS': np.float64(3.406), 'MMD': np.float64(20.387)}}",360,-0.006,4.649,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_196_999_0_0_0_0_0_0,4,283,3.689,20.373,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_196_0_0_0': {'VS': 0.248, 'HS': np.float64(9.344), 'MMD': np.float64(18.267)}, '4-213_212_196_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_196_0_0_0': {'VS': 0.26, 'HS': np.float64(4.567), 'MMD': np.float64(16.531)}, '4-213_212_196_999_0_0_0_0_0_0': {'VS': 0.229, 'HS': np.float64(3.689), 'MMD': np.float64(20.373)}}",283,0.012,1.186,0.029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4-213_212_224_999_0_0_0_0_0_0,4,458,4.79,20.203,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_224_0_0_0': {'VS': 0.153, 'HS': np.float64(10.579), 'MMD': np.float64(18.196)}, '4-213_212_224_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_224_0_0_0': {'VS': 0.417, 'HS': np.float64(5.984), 'MMD': np.float64(17.466)}, '4-213_212_224_999_0_0_0_0_0_0': {'VS': 0.371, 'HS': np.float64(4.79), 'MMD': np.float64(20.203)}}",458,0.264,0.359,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_172_999_0_0_0_0_0_0,4,494,4.028,19.938,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_172_0_0_0': {'VS': 0.334, 'HS': np.float64(9.412), 'MMD': np.float64(17.804)}, '4-213_212_172_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_172_0_0_0': {'VS': 0.437, 'HS': np.float64(4.894), 'MMD': np.float64(17.009)}, '4-213_212_172_999_0_0_0_0_0_0': {'VS': 0.4, 'HS': np.float64(4.028), 'MMD': np.float64(19.938)}}",494,0.103,0.392,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_199_999_0_0_0_0_0_0,4,345,3.429,20.471,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_199_0_0_0': {'VS': 0.329, 'HS': np.float64(11.107), 'MMD': np.float64(21.896)}, '4-213_212_199_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_199_0_0_0': {'VS': 0.317, 'HS': np.float64(4.258), 'MMD': np.float64(17.396)}, '4-213_212_199_999_0_0_0_0_0_0': {'VS': 0.28, 'HS': np.float64(3.429), 'MMD': np.float64(20.471)}}",345,-0.012,6.932,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-213_212_221_999_0_0_0_0_0_0,4,276,4.109,20.337,"{'1-213_': {'VS': 0.878, 'HS': np.float64(5.658), 'MMD': np.float64(2.73)}, '2-213_212_0': {'VS': 0.748, 'HS': np.float64(16.08), 'MMD': np.float64(12.693)}, '3-213_212_221_0_0_0': {'VS': 0.261, 'HS': np.float64(13.01), 'MMD': np.float64(18.117)}, '4-213_212_221_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-213_': {'VS': 0.915, 'HS': np.float64(3.921), 'MMD': np.float64(3.465)}, '2-213_212_0': {'VS': 0.787, 'HS': np.float64(7.426), 'MMD': np.float64(12.623)}, '3-213_212_221_0_0_0': {'VS': 0.248, 'HS': np.float64(5.209), 'MMD': np.float64(16.51)}, '4-213_212_221_999_0_0_0_0_0_0': {'VS': 0.224, 'HS': np.float64(4.109), 'MMD': np.float64(20.337)}}",276,-0.013,1.043,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
